Title,Jurisdictions,Document type,Document file
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231213_18528_na.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231201_18528_na-1.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231220_18528_na.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231219_18528_na-2.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-10.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231208_18528_na.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,points of claim,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231215_18528_points-of-claim-1.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-9.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-5.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-1.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-2.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-3.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-7.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231218_18528_na-4.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240405_18528_na.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_18528_na.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_18528_na-5.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_18528_na-1.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_18528_na-2.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_18528_na-3.pdf
Request for an advisory opinion on the scope of the state obligations for responding to the climate emergency,Inter-American System of Human Rights>Inter-American Court of Human Rights,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240318_18528_na.pdf
Specific Instance filed to the Australian National Contact Point under the OECD Guidelines for Multinational Enterprises by FoE Australia and Others v ANZ Bank Group Limited,Australia,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201124_na_complaint-1.pdf
Specific Instance to the UK NCP under the OECD Guidelines for Multinational Enterprises filed by Global Witness against UK Export Finance,United Kingdom>National Contact Point for the OECD Guidelines,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200316_na_complaint.pdf
Specific Instance to the UK NCP under the OECD Guidelines for Multinational Enterprises filed by Global Witness against UK Export Finance,United Kingdom>National Contact Point for the OECD Guidelines,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200909_na_decision.pdf
Industrie de bois de Vielsalm &amp; Cie v. Walloon Region,European Union>European Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2013/20130926_European-Court-of-Justice-C-19512_judgment.pdf
"Cementownia ""Warta"" S.A. v. Commission of the European Communities",European Union>General Court (known as Court of First Instance before 2010),application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070605_Court-of-First-Instance-T-19807_application.pdf
"Cementownia ""Warta"" S.A. v. Commission of the European Communities",European Union>General Court (known as Court of First Instance before 2010),order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2008/20080923_Court-of-First-Instance-T-19807_order.pdf
Federal Public Prosecutor’s Office v. Ricardo Salles and Federal Union,Brazil>Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200706_Acao-Civil-de-Improbidade-Administrativa-n.-1037665-52.2020.4.01.3400_petition-1.pdf
Federal Public Prosecutor’s Office v. Ricardo Salles and Federal Union,Brazil>Federal District,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231003_Acao-Civil-de-Improbidade-Administrativa-n.-1037665-52.2020.4.01.3400_reply-1.pdf
ONG Costa Legal and others vs. Municipality of Florianópolis and others,Brazil>Santa Catarina (SC),petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190822_ACP-n-5012843-56.2021.4.04.7200_petition-1.pdf
ONG Costa Legal and others vs. Municipality of Florianópolis and others,Brazil>Santa Catarina (SC),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191024_ACP-n-5012843-56.2021.4.04.7200_decision-1.pdf
ONG Costa Legal and others vs. Municipality of Florianópolis and others,Brazil>Santa Catarina (SC),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210820_ACP-n-5012843-56.2021.4.04.7200_decision-1.pdf
Instituto Internacional Arayara vs. National Electrical Energy Agency and Brazil,Brazil>Federal District,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220927_ACP-n-1063902-55.2022.4.01.3400_petition.pdf
ClientEarth and Torino Respira v. Piedmont region,Italy>Civil Court of Turin,nan,nan
"Deutsche Umwelthilfe (DUH) v. State Office for Mining, Energy and Geology",Germany>Federal Administrative Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220916_18680_complaint.pdf
"District Court Mönchengladbach-Rheydt, Urt. v. 14.3.2022 – 21 Cs – 721 Js 44/22 – 69/22",Germany>North Rhine-Westphalia,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220314_na_decision-1.pdf
Allhoff-Cramer v. Volkswagen AG,Germany>Regional Court of Detmold,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211108_18687_complaint.pdf
Allhoff-Cramer v. Volkswagen AG,Germany>Regional Court of Detmold,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221209_18687_press-release-1.pdf
Fridays for Future v. Augsburg,Germany>Higher Administrative Court of Bavaria,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220308_18691_decision.pdf
ClientEarth v. Shell's Board of Directors,United Kingdom>England and Wales>High Court of Justice,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230724_2023-EWHC-1137-Ch-2023-EWHC-1897-Ch-2023-EWHC-2182-Ch-_press-release-1.pdf
ClientEarth v. Shell's Board of Directors,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230512_2023-EWHC-1137-Ch-2023-EWHC-1897-Ch-2023-EWHC-2182-Ch-_judgment-1.pdf
ClientEarth v. Shell's Board of Directors,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230724_2023-EWHC-1137-Ch-2023-EWHC-1897-Ch-2023-EWHC-2182-Ch-_judgment-1.pdf
ClientEarth v. Shell's Board of Directors,United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230831_2023-EWHC-1137-Ch-2023-EWHC-1897-Ch-2023-EWHC-2182-Ch-_judgment-1.pdf
ClientEarth v. Shell's Board of Directors,United Kingdom>England and Wales>High Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231115_2023-EWHC-1137-Ch-2023-EWHC-1897-Ch-2023-EWHC-2182-Ch-_na-1.pdf
Municipality of Maria Pinto and Others v. National Forest Corporation (CONAF) and Ministry of Environment,Chile>Court of Appeal of San Miguel,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210910_5252-2021_complaint.pdf
Municipality of Maria Pinto and Others v. National Forest Corporation (CONAF) and Ministry of Environment,Chile>Court of Appeal of San Miguel,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221129_5252-2021_decision.pdf
Municipality of Maria Pinto and Others v. National Forest Corporation (CONAF) and Ministry of Environment,Chile>Court of Appeal of San Miguel,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221129_5252-2021_decision-1.pdf
Ricardo Castillo Arancibia v. Municipality of Monte Patria,Chile>Court of Appeal of La Serena|Chile>Supreme Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220210_5-2023_complaint.pdf
Ricardo Castillo Arancibia v. Municipality of Monte Patria,Chile>Court of Appeal of La Serena|Chile>Supreme Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220604_5-2023_decision.pdf
Ricardo Castillo Arancibia v. Municipality of Monte Patria,Chile>Court of Appeal of La Serena|Chile>Supreme Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221117_5-2023_decision.pdf
Ricardo Castillo Arancibia v. Municipality of Monte Patria,Chile>Court of Appeal of La Serena|Chile>Supreme Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221208_5-2023_appeal.pdf
Belgische Federatie der Brandstoffenhandelaars vzw and Others and Lamine v. Flemish Government,Belgium>Belgian Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221110_na_decision-4.pdf
Belgische Federatie der Brandstoffenhandelaars vzw and Others and Lamine v. Flemish Government,Belgium>Belgian Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221110_na_decision-1.pdf
Belgische Federatie der Brandstoffenhandelaars vzw and Others and Lamine v. Flemish Government,Belgium>Belgian Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221110_na_decision.pdf
Belgische Federatie der Brandstoffenhandelaars vzw and Others and Lamine v. Flemish Government,Belgium>Belgian Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221110_na_decision-2.pdf
Beijing Fengfujiuxin Marketing and Technology Co. Ltd. v Zhongyan Zhichuang Blockchain Co. Ltd.,China>District Court of Chaoyang,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211214_na_decision-1.pdf
Beijing Fengfujiuxin Marketing and Technology Co. Ltd. v Zhongyan Zhichuang Blockchain Co. Ltd.,China>District Court of Chaoyang,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211214_na_decision-2.pdf
Beijing Fengfujiuxin Marketing and Technology Co. Ltd. v Zhongyan Zhichuang Blockchain Co. Ltd.,China>District Court of Chaoyang,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220707_na_decision-2.pdf
Beijing Fengfujiuxin Marketing and Technology Co. Ltd. v Zhongyan Zhichuang Blockchain Co. Ltd.,China>District Court of Chaoyang,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220707_na_decision.pdf
New Weather Institute v. FIFA,United Kingdom>Advertising Standards Authority (ASA),complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211101_18772_complaint.pdf
New Weather Institute v. FIFA,United Kingdom>Advertising Standards Authority (ASA),decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230607_18772_decision.pdf
Office of the Inspector General and Others v. Ministry of Environment and Sustainable Development and Others,Colombia>Administrative Tribunal of Cundinamarca,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230223_25000-2341-000-2022-01551-00_decision.pdf
Office of the Inspector General and Others v. Ministry of Environment and Sustainable Development and Others,Colombia>Administrative Tribunal of Cundinamarca,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230203_25000-2341-000-2022-01551-00_decision.pdf
Office of the Inspector General and Others v. Ministry of Environment and Sustainable Development and Others,Colombia>Administrative Tribunal of Cundinamarca,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230427_25000-2341-000-2022-01551-00_decision.pdf
Office of the Inspector General and Others v. Ministry of Environment and Sustainable Development and Others,Colombia>Administrative Tribunal of Cundinamarca,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230420_25000-2341-000-2022-01551-00_decision.pdf
"Notre Affaire à Tous Les Amis de la Terre, and Oxfam France v. BNP Paribas",France>Judicial Court of Paris,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221022_18777_na.pdf
"Notre Affaire à Tous Les Amis de la Terre, and Oxfam France v. BNP Paribas",France>Judicial Court of Paris,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221026_18777_na.pdf
"Notre Affaire à Tous Les Amis de la Terre, and Oxfam France v. BNP Paribas",France>Judicial Court of Paris,summons,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230223_18777_summons.pdf
"Notre Affaire à Tous Les Amis de la Terre, and Oxfam France v. BNP Paribas",France>Judicial Court of Paris,summons,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230223_18777_summons-1.pdf
Students for Climate Solutions Inc v. Minister of Energy and Resources,New Zealand>High Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220824_2022-NZHC-2116_decision.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230131_18792_complaint.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230201_18792_order.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230328_18792_na.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230303_18792_na.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230522_18792_na.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_18792_na.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,petition,
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_18792_judgment.pdf
Declic et al. v. The Romanian Government,Romania>Cluj Court of Appeal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_18792_judgment-1.pdf
Dieselgate Italian Class Action,Italy>Court of Venice,nan,nan
Children of Austria v. Austria,Austria>Constitutional Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230221_na_complaint.pdf
Children of Austria v. Austria,Austria>Constitutional Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230221_na_complaint-1.pdf
Children of Austria v. Austria,Austria>Constitutional Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230221_na_complaint-2.pdf
Children of Austria v. Austria,Austria>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230627_na_decision-5.pdf
Children of Austria v. Austria,Austria>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230627_na_decision-6.pdf
Children of Austria v. Austria,Austria>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230627_na_decision.pdf
Children of Austria v. Austria,Austria>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230627_na_decision-1.pdf
Children of Austria v. Austria,Austria>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230627_na_decision-2.pdf
Children of Austria v. Austria,Austria>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230627_na_decision-3.pdf
"ADI 7332 (Policy for ""just energy transition"" of the State of Santa Catarina)",Brazil>Federal Supreme Court,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221229_Acao-Direta-de-Inconstitucionalidade-7332_petition.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230301_18913_na.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230419_18913_press-release-1.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230420_18913_order.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230415_18913_press-release-1.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240314_18913_na.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240322_18913_na.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_18913_na.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240322_18913_na-3.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240320_18913_na-2.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240322_18913_na-1.pdf
Request for an advisory opinion on the obligations of States with respect to climate change,International Courts &amp; Tribunals>International Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240322_18913_na-2.pdf
Shailendra Prasad Ambedkar v. Office of Prime Minister et. al.,Nepal>Supreme Court>Constitutional Bench,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210606_Writ-no-077-WC-0099_decision.pdf
"Association ""Za Zemiata (For the Earth) - Access to Justice"" and ""The Green Tank”, Hellenic Republic v. Executive Director of the Environment Executive Agency, TPP ""Maritsa-Iztok 2"" EAD",Bulgaria>Administrative Court of Cassation|European Union>European Court of Justice,nan,nan
Comissão Pastoral da Terra and Notre Affaire à Tous v. BNP Paribas,France>Judicial Court of Paris,summons,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230227_19040_summons.pdf
"Eurowind OÜ vs. Tori parish, Land Board and Environmental Board",Estonia>Tallinn Administrative Court|Estonia>Supreme Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210505_3-17-2013_decision.pdf
Mihkel Undrest vs. Government of Estonia,Estonia>Tallinn Administrative Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230314_3-22-1312_decision.pdf
KlimaAllianz v. FIFA,Switzerland>Fair Advertising Commission,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221102_19052_press-release.pdf
KlimaAllianz v. FIFA,Switzerland>Fair Advertising Commission,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221102_19052_complaint.pdf
KlimaAllianz v. FIFA,Switzerland>Fair Advertising Commission,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230607_19052_decision.pdf
KlimaAllianz v. FIFA,Switzerland>Fair Advertising Commission,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230607_19052_press-release.pdf
Movement v. Waka Kotahi,New Zealand>High Court of New Zealand,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230301_2023-NZHC-342_decision-1.pdf
Greenpeace Canada v. Pathways Alliance,Canada>Competition Bureau of Canada,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230304_19066_complaint.pdf
Eolise v. France,France>Council of State,nan,nan
"ClientEarth, Surfrider Foundation Europe, and Zero Waste France v. Danone",France>Judicial Court of Paris,nan,nan
Possible v. Secretary of State for Transport; and GALBA v. SST (challenges to government’s ‘Jet Zero strategy’ for decarbonising aviation),United Kingdom>England and Wales>High Court of Justice,nan,nan
R (Coal Action Network) v. Welsh Ministers and Coal Authority,United Kingdom>England and Wales>Court of Appeal,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230316_19074_press-release-1.pdf
R (Coal Action Network) v. Welsh Ministers and Coal Authority,United Kingdom>England and Wales>Court of Appeal,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220902_19074_press-release-1.pdf
R (Coal Action Network) v. Welsh Ministers and Coal Authority,United Kingdom>England and Wales>Court of Appeal,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230817_19074_press-release.pdf
R (Coal Action Network) v. Welsh Ministers and Coal Authority,United Kingdom>England and Wales>Court of Appeal,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230519_19074_judgment.pdf
R (Coal Action Network) v. Welsh Ministers and Coal Authority,United Kingdom>England and Wales>Court of Appeal,judgment,
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_19078_complaint.pdf
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230408_19078_order.pdf
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230412_19078_press-release.pdf
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230116_19078_press-release.pdf
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230426_19078_na.pdf
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230518_19078_order.pdf
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230728_19078_order.pdf
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231017_19078_judgment.pdf
"Rights Community Action v. Secretary of State for Levelling Up, Housing and Communities (Action Plan for Salt Cross Garden Village)",United Kingdom>England and Wales>High Court of Justice,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230413_19094_press-release.pdf
"Rights Community Action v. Secretary of State for Levelling Up, Housing and Communities (Action Plan for Salt Cross Garden Village)",United Kingdom>England and Wales>High Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220725_19094_na.pdf
"Rights Community Action v. Secretary of State for Levelling Up, Housing and Communities (Action Plan for Salt Cross Garden Village)",United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240220_19094_judgment.pdf
Josefina Huffington Archbold v. Office of the President and others,Colombia>Constitutional Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220926_T-333-of-2022_decision.pdf
Austria v. European Commission,European Union>General Court (known as Court of First Instance before 2010),application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221007_T-62522_application-1.pdf
"R v. Brewer and others  (Just Stop Oil protest, Esso terminal, Birmingham)",United Kingdom>England and Wales>Magistrates Court,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230216_19113_press-release.pdf
"R v. Brewer and others  (Just Stop Oil protest, Esso terminal, Birmingham)",United Kingdom>England and Wales>Magistrates Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230217_19113_na.pdf
Campaign to Protect Rural England v Secretary of State for Transport (challenge to the A57 Link Roads Development Consent Order 2022),United Kingdom>England and Wales>High Court of Justice,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230327_19114_press-release.pdf
Campaign to Protect Rural England v Secretary of State for Transport (challenge to the A57 Link Roads Development Consent Order 2022),United Kingdom>England and Wales>High Court of Justice,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230118_19114_na.pdf
